Time,PM2_5,CO,PM10,SO2,O3,NO2
2023-01-01 00:00:00,62,0.6,64,2,10,49
2023-01-01 01:00:00,57,0.7,66,2,14,42
2023-01-01 02:00:00,62,0.6,63,2,20,38
2023-01-01 03:00:00,63,0.6,,3,18,38
2023-01-01 04:00:00,66,0.6,,5,18,37
2023-01-01 05:00:00,57,0.6,59,9,29,30
2023-01-01 06:00:00,64,0.6,,9,24,35
2023-01-01 07:00:00,45,0.6,54,8,29,33
2023-01-01 08:00:00,52,0.6,54,8,24,38
2023-01-01 09:00:00,58,0.7,65,11,19,43
2023-01-01 10:00:00,54,0.7,56,15,16,52
2023-01-01 11:00:00,45,0.7,50,14,16,51
2023-01-01 12:00:00,60,0.8,75,8,12,51
2023-01-01 13:00:00,57,0.8,63,3,9,49
2023-01-01 14:00:00,57,0.8,65,2,15,48
2023-01-01 15:00:00,52,0.7,69,2,24,42
2023-01-01 16:00:00,54,0.6,68,2,32,37
2023-01-01 17:00:00,58,0.6,69,2,29,40
2023-01-01 18:00:00,55,0.6,107,2,39,30
2023-01-01 19:00:00,42,0.6,52,2,41,29
2023-01-01 20:00:00,32,0.6,54,1,47,25
2023-01-01 21:00:00,42,0.6,51,2,50,21
2023-01-01 22:00:00,50,0.5,,2,49,21
2023-01-01 23:00:00,39,0.6,64,1,31,35
2023-01-02 00:00:00,50,0.7,58,2,6,54
2023-01-02 01:00:00,71,0.8,81,2,2,54
2023-01-02 02:00:00,84,0.8,92,2,2,50
2023-01-02 03:00:00,85,0.7,93,3,8,43
2023-01-02 04:00:00,75,0.8,88,2,8,41
2023-01-02 05:00:00,71,0.7,88,2,8,40
2023-01-02 06:00:00,77,0.8,83,2,5,41
2023-01-02 07:00:00,74,0.8,74,2,3,44
2023-01-02 08:00:00,74,0.7,80,2,2,50
2023-01-02 09:00:00,65,0.8,80,2,3,45
2023-01-02 10:00:00,72,0.8,76,3,9,43
2023-01-02 11:00:00,56,0.8,80,3,14,39
2023-01-02 12:00:00,54,0.9,63,4,21,42
2023-01-02 13:00:00,58,0.7,,3,35,38
2023-01-02 14:00:00,41,0.6,54,3,55,31
2023-01-02 15:00:00,36,0.6,44,2,65,28
2023-01-02 16:00:00,39,0.5,40,2,70,27
2023-01-02 17:00:00,39,0.6,56,2,70,31
2023-01-02 18:00:00,52,0.6,75,2,64,36
2023-01-02 19:00:00,66,0.7,91,2,42,53
2023-01-02 20:00:00,76,0.9,81,2,7,83
2023-01-02 21:00:00,72,0.9,94,2,6,82
2023-01-02 22:00:00,64,0.9,79,2,7,78
2023-01-02 23:00:00,72,0.8,76,4,5,76
2023-01-03 00:00:00,79,0.9,89,4,2,74
2023-01-03 01:00:00,89,0.8,,12,3,69
2023-01-03 02:00:00,86,0.8,98,7,3,64
2023-01-03 03:00:00,78,0.8,91,6,2,61
2023-01-03 04:00:00,81,0.8,90,8,2,57
2023-01-03 05:00:00,77,0.9,83,5,2,55
2023-01-03 06:00:00,78,0.9,91,7,2,54
2023-01-03 07:00:00,82,0.9,85,5,2,52
2023-01-03 08:00:00,83,0.9,96,6,3,50
2023-01-03 09:00:00,71,1.2,100,7,3,52
2023-01-03 10:00:00,90,1.1,93,6,3,54
2023-01-03 11:00:00,89,1.5,123,6,4,56
2023-01-03 12:00:00,104,1.6,143,6,5,67
2023-01-03 13:00:00,110,1.4,141,5,8,74
2023-01-03 14:00:00,105,1.3,138,5,10,78
2023-01-03 15:00:00,116,1.3,137,4,10,82
2023-01-03 16:00:00,117,1.1,143,4,10,77
2023-01-03 17:00:00,,,,4,9,73
2023-01-03 18:00:00,113,0.9,136,4,6,71
2023-01-03 19:00:00,130,1,137,4,3,70
2023-01-03 20:00:00,120,0.9,131,4,15,56
2023-01-03 21:00:00,122,0.9,,4,10,56
2023-01-03 22:00:00,120,0.9,129,4,3,60
2023-01-03 23:00:00,127,1,132,4,2,60
2023-01-04 00:00:00,113,1,130,4,2,57
2023-01-04 01:00:00,114,1,137,4,2,55
2023-01-04 02:00:00,119,1,141,4,2,54
2023-01-04 03:00:00,126,1,138,4,2,53
2023-01-04 04:00:00,125,1,132,4,2,50
2023-01-04 05:00:00,113,0.8,117,3,9,42
2023-01-04 06:00:00,92,0.7,108,2,24,28
2023-01-04 07:00:00,92,0.7,,2,35,23
2023-01-04 08:00:00,58,0.7,71,2,41,25
2023-01-04 09:00:00,58,0.7,62,2,38,31
2023-01-04 10:00:00,61,0.7,,2,37,34
2023-01-04 11:00:00,52,0.8,80,2,39,34
2023-01-04 12:00:00,55,0.8,82,3,38,38
2023-01-04 13:00:00,58,0.8,77,4,38,42
2023-01-04 14:00:00,65,0.7,82,3,42,42
2023-01-04 15:00:00,71,0.7,83,3,50,37
2023-01-04 16:00:00,74,0.7,,3,47,40
2023-01-04 17:00:00,65,0.7,88,3,45,42
2023-01-04 18:00:00,87,0.7,100,3,37,48
2023-01-04 19:00:00,86,0.7,88,3,36,49
2023-01-04 20:00:00,79,0.7,104,3,27,56
2023-01-04 21:00:00,79,0.8,96,2,19,60
2023-01-04 22:00:00,87,0.8,106,2,18,59
2023-01-04 23:00:00,87,0.9,108,2,7,68
2023-01-05 00:00:00,87,0.9,104,2,3,72
2023-01-05 01:00:00,76,0.9,93,2,5,67
2023-01-05 02:00:00,87,0.8,110,2,4,64
2023-01-05 03:00:00,86,0.9,104,2,2,63
2023-01-05 04:00:00,89,1,99,2,2,61
2023-01-05 05:00:00,103,1,113,2,2,56
2023-01-05 06:00:00,106,1,114,2,2,50
2023-01-05 07:00:00,103,1.1,129,2,2,48
2023-01-05 08:00:00,107,1.3,116,2,2,44
2023-01-05 09:00:00,103,2,124,2,3,46
2023-01-05 10:00:00,102,1.8,141,2,4,53
2023-01-05 11:00:00,106,1.4,112,3,14,61
2023-01-05 12:00:00,78,1.1,103,3,33,56
2023-01-05 13:00:00,79,0.9,86,3,47,52
2023-01-05 14:00:00,66,0.9,84,3,55,50
2023-01-05 15:00:00,79,0.8,,3,73,38
2023-01-05 16:00:00,64,0.7,65,3,89,28
2023-01-05 17:00:00,62,0.7,71,2,88,30
2023-01-05 18:00:00,72,0.7,81,2,83,36
2023-01-05 19:00:00,77,1.1,98,2,38,73
2023-01-05 20:00:00,77,1,96,2,38,72
2023-01-05 21:00:00,77,1,98,2,33,71
2023-01-05 22:00:00,84,0.9,91,2,30,65
2023-01-05 23:00:00,75,0.9,81,2,18,68
2023-01-06 00:00:00,66,1,74,2,11,66
2023-01-06 01:00:00,81,1.1,,2,11,61
2023-01-06 02:00:00,74,1.1,83,2,4,68
2023-01-06 03:00:00,77,1.2,94,2,2,72
2023-01-06 04:00:00,79,1.1,97,2,2,74
2023-01-06 05:00:00,86,1,101,3,2,72
2023-01-06 06:00:00,109,1,116,4,2,70
2023-01-06 07:00:00,93,0.9,110,8,6,66
2023-01-06 08:00:00,106,0.9,123,25,6,61
2023-01-06 09:00:00,100,1.2,125,15,4,62
2023-01-06 10:00:00,88,1.3,101,12,8,60
2023-01-06 11:00:00,117,1.3,124,11,15,65
2023-01-06 12:00:00,91,1.3,107,8,33,60
2023-01-06 13:00:00,99,1.1,113,6,50,54
2023-01-06 14:00:00,59,0.9,76,4,76,38
2023-01-06 15:00:00,56,0.8,66,4,99,21
2023-01-06 16:00:00,56,0.8,75,3,106,21
2023-01-06 17:00:00,70,0.8,76,3,111,25
2023-01-06 18:00:00,79,0.9,100,3,103,36
2023-01-06 19:00:00,96,0.9,110,3,80,47
2023-01-06 20:00:00,84,1,116,4,62,57
2023-01-06 21:00:00,104,1,,4,66,53
2023-01-06 22:00:00,81,1,100,3,61,54
2023-01-06 23:00:00,85,0.9,88,3,58,52
2023-01-07 00:00:00,91,0.9,91,2,42,62
2023-01-07 01:00:00,78,0.9,97,2,55,47
2023-01-07 02:00:00,79,0.9,84,2,37,55
2023-01-07 03:00:00,96,1.5,115,3,4,83
2023-01-07 04:00:00,106,1.5,119,3,2,78
2023-01-07 05:00:00,96,1.4,117,3,2,74
2023-01-07 06:00:00,115,1.3,117,3,2,70
2023-01-07 07:00:00,97,1.4,115,3,2,66
2023-01-07 08:00:00,101,1.4,109,3,2,66
2023-01-07 09:00:00,104,1.5,126,3,3,68
2023-01-07 10:00:00,114,1.7,115,4,3,70
2023-01-07 11:00:00,102,1.6,117,4,6,77
2023-01-07 12:00:00,94,1.4,119,4,12,81
2023-01-07 13:00:00,93,1.2,116,4,23,76
2023-01-07 14:00:00,107,1.2,115,4,26,80
2023-01-07 15:00:00,116,1.4,142,3,23,88
2023-01-07 16:00:00,105,1.2,122,3,43,72
2023-01-07 17:00:00,106,1.2,129,3,44,71
2023-01-07 18:00:00,100,0.9,101,3,68,45
2023-01-07 19:00:00,104,1,129,3,46,60
2023-01-07 20:00:00,98,0.9,114,4,50,50
2023-01-07 21:00:00,100,1.1,120,3,31,65
2023-01-07 22:00:00,110,1,125,3,18,72
2023-01-07 23:00:00,107,1.1,126,4,3,86
2023-01-08 00:00:00,117,1.1,126,6,5,80
2023-01-08 01:00:00,103,1,124,6,3,78
2023-01-08 02:00:00,103,1,111,8,10,72
2023-01-08 03:00:00,97,1,110,7,12,67
2023-01-08 04:00:00,111,1,114,5,7,70
2023-01-08 05:00:00,102,1,118,5,8,69
2023-01-08 06:00:00,102,1.1,110,2,3,71
2023-01-08 07:00:00,114,1.2,115,3,2,73
2023-01-08 08:00:00,120,1.1,125,3,2,69
2023-01-08 09:00:00,138,1,141,4,8,59
2023-01-08 10:00:00,124,1.2,136,5,9,61
2023-01-08 11:00:00,131,1.1,139,6,20,58
2023-01-08 12:00:00,115,1,125,6,35,48
2023-01-08 13:00:00,116,1,136,6,42,48
2023-01-08 14:00:00,96,0.9,114,7,62,33
2023-01-08 15:00:00,108,0.9,119,9,67,32
2023-01-08 16:00:00,95,0.9,118,8,74,29
2023-01-08 17:00:00,103,0.9,118,6,69,34
2023-01-08 18:00:00,109,0.9,119,6,62,38
2023-01-08 19:00:00,119,1,141,5,42,50
2023-01-08 20:00:00,121,1.1,138,6,26,62
2023-01-08 21:00:00,119,1.1,143,6,21,64
2023-01-08 22:00:00,131,1.2,143,6,12,71
2023-01-08 23:00:00,119,1.3,131,6,3,80
2023-01-09 00:00:00,123,1.3,130,6,2,81
2023-01-09 01:00:00,115,1.3,128,6,2,82
2023-01-09 02:00:00,116,1.1,118,5,5,74
2023-01-09 03:00:00,113,1.2,129,4,2,68
2023-01-09 04:00:00,121,1.2,129,5,2,67
2023-01-09 05:00:00,127,1.2,,6,2,65
2023-01-09 06:00:00,126,1.2,131,6,2,63
2023-01-09 07:00:00,120,1.4,136,5,2,57
2023-01-09 08:00:00,127,1.7,141,5,2,60
2023-01-09 09:00:00,149,1.7,182,5,3,62
2023-01-09 10:00:00,170,1.9,192,5,3,63
2023-01-09 11:00:00,168,1.8,195,6,5,69
2023-01-09 12:00:00,150,1.6,173,6,9,74
2023-01-09 13:00:00,154,1.5,170,6,17,74
2023-01-09 14:00:00,142,1.4,161,6,33,72
2023-01-09 15:00:00,123,1.1,134,4,51,55
2023-01-09 16:00:00,112,1.1,128,3,42,62
2023-01-09 17:00:00,117,1,118,3,45,61
2023-01-09 18:00:00,112,1,126,3,44,62
2023-01-09 19:00:00,105,1,134,3,36,60
2023-01-09 20:00:00,114,0.9,118,2,45,46
2023-01-09 21:00:00,104,0.9,112,2,53,38
2023-01-09 22:00:00,107,0.9,124,2,45,44
2023-01-09 23:00:00,107,0.9,121,2,45,44
2023-01-10 00:00:00,98,0.9,111,2,47,40
2023-01-10 01:00:00,108,0.9,113,2,35,48
2023-01-10 02:00:00,95,0.9,121,2,39,43
2023-01-10 03:00:00,108,1,114,2,21,54
2023-01-10 04:00:00,108,1,122,2,7,66
2023-01-10 05:00:00,109,1.2,114,2,4,66
2023-01-10 07:00:00,111,1.1,125,3,3,69
2023-01-10 09:00:00,115,1.2,123,3,2,67
2023-01-10 10:00:00,115,1.3,135,4,6,68
2023-01-10 11:00:00,117,1.2,144,5,15,60
2023-01-10 12:00:00,106,1.2,143,4,25,57
2023-01-10 13:00:00,122,1.2,138,4,22,66
2023-01-10 14:00:00,112,1.1,127,3,28,63
2023-01-10 15:00:00,116,1.1,137,4,29,
2023-01-10 16:00:00,117,1.1,141,5,28,64
2023-01-10 18:00:00,128,0.9,149,4,16,76
2023-01-10 19:00:00,127,0.9,151,4,12,80
2023-01-10 20:00:00,130,0.9,149,4,10,82
2023-01-10 21:00:00,129,1,149,4,6,82
2023-01-10 22:00:00,139,0.8,147,3,26,59
2023-01-10 23:00:00,131,0.9,144,3,19,66
2023-01-11 00:00:00,158,0.8,160,3,22,60
2023-01-11 01:00:00,176,0.9,182,3,7,70
2023-01-11 02:00:00,179,1.1,197,4,2,72
2023-01-11 03:00:00,182,1,191,3,2,60
2023-01-11 04:00:00,178,1.2,189,4,2,62
2023-01-11 05:00:00,176,1,191,4,2,63
2023-01-11 06:00:00,189,1,202,4,2,58
2023-01-11 07:00:00,177,1,203,4,2,57
2023-01-11 08:00:00,186,1,206,4,2,52
2023-01-11 09:00:00,184,1,194,4,2,50
2023-01-11 10:00:00,188,1,194,4,5,46
2023-01-11 11:00:00,182,0.9,204,4,8,46
2023-01-11 12:00:00,172,1,200,4,9,50
2023-01-11 13:00:00,169,1.1,191,4,14,53
2023-01-11 14:00:00,176,1.1,201,4,18,56
2023-01-11 15:00:00,172,1.1,194,4,17,59
2023-01-11 16:00:00,168,1,195,4,21,58
2023-01-11 17:00:00,163,0.9,183,3,29,54
2023-01-11 18:00:00,160,0.9,186,3,23,59
2023-01-11 19:00:00,159,0.9,183,3,21,61
2023-01-11 20:00:00,169,1,189,3,16,64
2023-01-11 21:00:00,165,1,193,3,8,72
2023-01-11 22:00:00,170,1,195,3,2,78
2023-01-11 23:00:00,176,1.1,203,4,2,82
2023-01-12 00:00:00,190,1.2,210,3,2,79
2023-01-12 01:00:00,193,1.2,225,3,2,77
2023-01-12 02:00:00,205,1.1,235,3,4,70
2023-01-12 03:00:00,204,1.1,227,3,3,69
2023-01-12 04:00:00,210,1,238,3,4,62
2023-01-12 05:00:00,225,1.1,250,4,5,52
2023-01-12 07:00:00,203,1.1,233,3,3,49
2023-01-12 08:00:00,188,1.1,195,4,4,49
2023-01-12 09:00:00,187,1.2,216,4,3,52
2023-01-12 10:00:00,183,1.2,210,4,7,49
2023-01-12 11:00:00,180,1.1,199,5,19,49
2023-01-12 12:00:00,160,1.1,174,5,38,47
2023-01-12 13:00:00,122,0.9,134,4,60,39
2023-01-12 14:00:00,95,0.7,,4,85,27
2023-01-12 15:00:00,69,0.6,75,3,93,20
2023-01-12 16:00:00,70,0.7,80,4,92,25
2023-01-12 17:00:00,70,0.6,70,3,100,22
2023-01-12 18:00:00,67,0.7,78,2,88,31
2023-01-12 19:00:00,82,0.8,111,2,55,53
2023-01-12 20:00:00,85,0.9,121,3,52,52
2023-01-12 21:00:00,95,0.9,119,3,44,59
2023-01-12 22:00:00,94,1.1,112,3,20,79
2023-01-12 23:00:00,99,1.3,123,3,8,88
2023-01-13 00:00:00,111,1.4,113,3,2,94
2023-01-13 01:00:00,100,1.3,112,3,2,92
2023-01-13 02:00:00,107,1.2,125,3,5,89
2023-01-13 03:00:00,127,0.9,136,1,48,46
2023-01-13 04:00:00,138,0.8,146,1,60,32
2023-01-13 05:00:00,134,1,149,3,37,46
2023-01-13 06:00:00,150,0.8,163,2,47,39
2023-01-13 07:00:00,168,0.9,172,2,38,42
2023-01-13 08:00:00,178,0.9,185,2,33,43
2023-01-13 09:00:00,175,1.1,197,1,19,52
2023-01-13 10:00:00,188,1.1,205,1,17,54
2023-01-13 11:00:00,182,1.1,198,1,25,49
2023-01-13 12:00:00,174,1.2,214,2,23,59
2023-01-13 13:00:00,199,1.1,209,4,32,52
2023-01-13 14:00:00,171,1,200,4,47,44
2023-01-13 15:00:00,163,1,197,4,46,50
2023-01-13 16:00:00,165,1.1,185,4,43,57
2023-01-13 17:00:00,89,0.7,122,3,59,30
2023-01-13 18:00:00,41,0.5,101,2,68,18
2023-01-13 19:00:00,44,0.5,93,2,63,21
2023-01-13 20:00:00,48,0.5,85,2,58,22
2023-01-13 21:00:00,47,0.5,111,2,54,22
2023-01-13 22:00:00,67,0.4,147,2,58,19
2023-01-13 23:00:00,56,0.4,175,2,60,17
2023-01-14 00:00:00,63,0.4,192,1,64,15
2023-01-14 01:00:00,57,0.4,206,1,65,14
2023-01-14 02:00:00,72,0.4,245,3,64,14
2023-01-14 03:00:00,72,0.4,251,3,65,12
2023-01-14 04:00:00,72,0.3,267,3,65,12
2023-01-14 05:00:00,76,0.3,270,3,67,11
2023-01-14 06:00:00,77,0.3,248,2,63,14
2023-01-14 07:00:00,75,0.3,246,2,64,14
2023-01-14 08:00:00,72,0.3,234,1,61,15
2023-01-14 09:00:00,62,0.3,221,2,57,19
2023-01-14 10:00:00,56,0.4,200,2,55,22
2023-01-14 11:00:00,46,0.4,186,2,55,22
2023-01-14 12:00:00,49,0.4,172,2,62,17
2023-01-14 13:00:00,50,0.4,170,2,60,19
2023-01-14 14:00:00,42,0.3,154,2,57,21
2023-01-14 15:00:00,59,0.4,164,2,57,22
2023-01-14 16:00:00,39,0.4,148,2,54,24
2023-01-14 17:00:00,42,0.4,149,2,48,27
2023-01-14 18:00:00,46,0.4,144,2,52,24
2023-01-14 19:00:00,47,0.4,137,2,59,19
2023-01-14 20:00:00,48,0.4,118,2,61,16
2023-01-14 21:00:00,34,0.4,117,2,62,15
2023-01-14 22:00:00,42,0.4,112,2,61,16
2023-01-14 23:00:00,41,0.4,110,2,65,13
2023-01-15 00:00:00,26,0.4,97,2,65,12
2023-01-15 01:00:00,27,0.4,95,3,65,12
2023-01-15 02:00:00,31,0.4,87,3,67,10
2023-01-15 03:00:00,42,0.4,113,3,59,12
2023-01-15 04:00:00,44,0.5,102,3,50,13
2023-01-15 05:00:00,27,0.4,87,1,54,12
2023-01-15 06:00:00,33,0.4,96,3,52,12
2023-01-15 07:00:00,37,0.5,92,1,50,13
2023-01-15 08:00:00,34,0.5,90,2,47,16
2023-01-15 09:00:00,31,0.5,93,2,50,16
2023-01-15 10:00:00,32,0.5,108,2,46,20
2023-01-15 11:00:00,25,0.5,81,2,48,22
2023-01-15 12:00:00,35,0.5,104,2,39,29
2023-01-15 13:00:00,27,0.5,105,2,45,26
2023-01-15 14:00:00,28,0.5,105,1,46,29
2023-01-15 15:00:00,34,0.5,98,2,48,28
2023-01-15 16:00:00,42,0.5,99,1,46,31
2023-01-15 17:00:00,44,0.5,112,1,45,32
2023-01-16 03:00:00,52,0.6,93,5,35,27
2023-01-16 04:00:00,44,0.6,91,4,30,30
2023-01-16 05:00:00,41,0.6,90,3,31,28
2023-01-16 06:00:00,48,0.6,86,6,35,25
2023-01-16 07:00:00,56,0.6,88,8,42,20
2023-01-16 08:00:00,56,0.7,89,8,32,30
2023-01-16 09:00:00,47,0.6,100,7,25,35
2023-01-16 10:00:00,52,0.7,88,5,26,33
2023-01-16 11:00:00,45,0.7,97,4,26,35
2023-01-17 03:00:00,63,0.6,109,2,22,33
2023-01-17 04:00:00,66,0.5,108,2,22,33
2023-01-17 05:00:00,72,0.5,108,2,22,31
2023-01-17 06:00:00,69,0.6,104,1,20,30
2023-01-17 07:00:00,74,0.6,111,1,7,35
2023-01-17 08:00:00,66,0.6,103,1,4,39
2023-01-17 09:00:00,65,0.7,101,2,4,40
2023-01-17 10:00:00,70,0.8,97,2,8,39
2023-01-17 11:00:00,59,0.8,108,2,13,42
2023-01-17 12:00:00,48,0.7,84,3,25,42
2023-01-17 15:00:00,32,0.3,81,2,69,20
2023-01-17 16:00:00,54,0.4,87,1,64,23
2023-01-17 17:00:00,37,0.4,83,1,74,20
2023-01-17 18:00:00,39,0.4,88,1,72,23
2023-01-17 19:00:00,36,0.4,89,2,68,28
2023-01-17 20:00:00,44,0.4,94,3,61,31
2023-01-17 21:00:00,43,0.4,91,4,51,37
2023-01-17 22:00:00,55,0.5,97,4,46,39
2023-01-17 23:00:00,48,0.5,91,3,52,31
2023-01-18 00:00:00,51,0.4,91,2,54,28
2023-01-18 01:00:00,45,0.5,90,2,38,37
2023-01-18 02:00:00,45,0.5,91,3,48,29
2023-01-18 03:00:00,54,0.4,99,4,56,21
2023-01-18 04:00:00,44,0.4,91,5,58,20
2023-01-18 05:00:00,48,0.4,92,5,55,21
2023-01-18 06:00:00,54,0.4,101,2,54,21
2023-01-18 07:00:00,48,0.5,110,2,51,23
2023-01-18 08:00:00,57,0.5,96,3,41,32
2023-01-18 09:00:00,50,0.6,99,3,39,34
2023-01-18 10:00:00,42,0.6,98,3,42,34
2023-01-18 11:00:00,52,0.5,92,3,59,24
2023-01-18 12:00:00,34,0.5,89,3,64,24
2023-01-18 13:00:00,36,0.5,86,3,67,26
2023-01-18 14:00:00,33,0.4,76,3,80,22
2023-01-18 15:00:00,40,0.3,75,3,92,18
2023-01-18 16:00:00,33,0.3,95,4,98,19
2023-01-18 17:00:00,44,0.3,98,3,98,20
2023-01-18 18:00:00,36,0.3,90,2,96,20
2023-01-18 19:00:00,42,0.3,73,1,83,22
2023-01-18 20:00:00,44,0.4,62,1,76,21
2023-01-18 21:00:00,51,0.4,66,1,81,17
2023-01-18 22:00:00,57,0.5,,2,73,22
2023-01-18 23:00:00,53,0.5,56,1,70,23
2023-01-19 00:00:00,53,0.6,64,1,58,28
2023-01-19 01:00:00,56,0.6,73,1,46,33
2023-01-19 02:00:00,51,0.6,73,1,41,32
2023-01-19 03:00:00,61,0.6,79,2,33,38
2023-01-19 04:00:00,61,0.6,82,1,42,26
2023-01-19 05:00:00,65,0.6,72,1,41,26
2023-01-19 06:00:00,60,0.6,92,2,42,25
2023-01-19 07:00:00,66,0.7,78,1,24,37
2023-01-19 08:00:00,68,0.8,90,1,6,49
2023-01-19 09:00:00,65,0.9,87,1,6,50
2023-01-19 10:00:00,47,0.9,63,3,18,46
2023-01-19 11:00:00,46,0.8,67,5,41,34
2023-01-19 12:00:00,42,0.7,74,4,51,33
2023-01-19 13:00:00,46,0.6,75,4,65,30
2023-01-19 14:00:00,29,0.5,62,3,94,18
2023-01-19 15:00:00,44,0.4,84,2,104,16
2023-01-19 16:00:00,53,0.4,86,2,108,18
2023-01-19 17:00:00,65,0.4,84,2,111,17
2023-01-19 18:00:00,58,0.4,87,1,105,21
2023-01-19 19:00:00,71,0.5,96,1,90,28
2023-01-19 20:00:00,66,0.5,86,1,94,25
2023-01-19 21:00:00,61,0.5,94,1,85,30
2023-01-19 22:00:00,60,0.5,75,3,75,27
2023-01-19 23:00:00,38,0.6,55,3,66,28
2023-01-20 00:00:00,38,0.6,65,3,63,27
2023-01-20 01:00:00,52,0.6,52,1,46,34
2023-01-20 02:00:00,41,0.6,52,1,40,36
2023-01-20 03:00:00,43,0.6,60,1,41,36
2023-01-20 04:00:00,49,0.6,52,1,39,38
2023-01-20 05:00:00,50,0.6,50,1,47,29
2023-01-20 06:00:00,47,0.6,54,1,53,24
2023-01-20 07:00:00,40,0.6,49,2,55,24
2023-01-20 08:00:00,54,0.6,56,3,47,32
2023-01-20 09:00:00,53,0.7,74,4,38,42
2023-01-20 10:00:00,66,0.7,85,7,53,35
2023-01-20 11:00:00,55,0.7,73,7,50,39
2023-01-20 12:00:00,45,0.7,63,5,67,32
2023-01-20 13:00:00,51,0.6,76,4,79,29
2023-01-20 14:00:00,56,0.6,75,3,87,26
2023-01-20 15:00:00,61,0.6,82,3,85,29
2023-01-20 16:00:00,55,0.5,91,2,88,29
2023-01-20 17:00:00,66,0.5,81,2,88,29
2023-01-20 18:00:00,69,0.5,75,2,90,24
2023-01-20 19:00:00,50,0.5,64,2,86,23
2023-01-20 20:00:00,51,0.6,65,2,75,26
2023-01-20 21:00:00,49,0.6,62,2,67,27
2023-01-20 22:00:00,56,0.6,,2,58,31
2023-01-20 23:00:00,53,0.7,62,2,54,31
2023-01-21 00:00:00,49,0.7,58,1,62,22
2023-01-21 01:00:00,49,0.7,69,3,57,22
2023-01-21 02:00:00,50,0.7,58,3,59,20
2023-01-21 03:00:00,52,0.7,62,3,64,16
2023-01-21 04:00:00,51,0.6,59,3,67,14
2023-01-21 05:00:00,56,0.7,,3,54,19
2023-01-21 06:00:00,61,0.7,,1,51,20
2023-01-21 07:00:00,69,0.7,,1,50,20
2023-01-21 08:00:00,58,0.7,71,1,51,20
2023-01-21 09:00:00,56,0.7,62,1,56,19
2023-01-21 10:00:00,68,0.8,,1,45,23
2023-01-21 11:00:00,66,0.8,73,2,42,26
2023-01-21 12:00:00,65,0.8,73,1,48,24
2023-01-21 13:00:00,76,0.8,81,2,53,21
2023-01-21 14:00:00,74,0.7,77,2,56,21
2023-01-21 15:00:00,88,0.8,91,2,53,21
2023-01-21 16:00:00,82,0.8,95,3,54,19
2023-01-21 17:00:00,95,0.8,97,2,56,17
2023-01-21 18:00:00,116,0.9,,2,48,20
2023-01-21 19:00:00,106,0.9,109,2,46,21
2023-01-21 20:00:00,99,0.9,,2,44,21
2023-01-21 21:00:00,82,0.8,90,1,46,21
2023-01-21 23:00:00,98,0.9,117,2,33,27
2023-01-22 00:00:00,102,1,103,2,27,30
2023-01-22 01:00:00,95,0.9,103,2,20,34
2023-01-22 02:00:00,122,1,,2,7,45
2023-01-22 03:00:00,137,1.1,148,2,4,43
2023-01-22 04:00:00,153,1,167,2,23,28
2023-01-22 05:00:00,164,1,173,2,22,24
2023-01-22 06:00:00,177,1.1,,2,12,31
2023-01-22 07:00:00,177,1.1,181,2,4,38
2023-01-22 08:00:00,180,1.1,,2,11,32
2023-01-22 09:00:00,171,1.1,182,3,11,31
2023-01-22 10:00:00,220,1.2,,2,9,34
2023-01-22 11:00:00,144,1.1,154,3,21,28
2023-01-22 12:00:00,120,1,138,4,37,24
2023-01-22 13:00:00,98,0.9,111,4,54,24
2023-01-22 14:00:00,84,0.8,,3,76,19
2023-01-22 15:00:00,73,0.7,81,3,86,17
2023-01-22 16:00:00,73,0.6,87,3,95,16
2023-01-22 17:00:00,65,0.6,81,2,98,16
2023-01-22 18:00:00,73,0.7,77,2,90,21
2023-01-22 19:00:00,67,0.7,81,2,80,28
2023-01-22 20:00:00,70,0.7,83,2,71,30
2023-01-22 21:00:00,68,0.8,80,2,54,38
2023-01-22 22:00:00,70,0.7,77,2,74,23
2023-01-22 23:00:00,80,0.7,89,2,74,21
2023-01-23 00:00:00,77,0.7,91,2,76,18
2023-01-23 01:00:00,76,0.7,90,2,68,21
2023-01-23 02:00:00,92,0.8,,2,62,22
2023-01-23 03:00:00,87,0.7,95,2,63,18
2023-01-23 04:00:00,76,0.7,93,2,61,18
2023-01-23 05:00:00,89,0.7,90,2,58,18
2023-01-23 06:00:00,91,0.8,99,2,48,21
2023-01-23 07:00:00,92,0.8,92,2,38,28
2023-01-23 08:00:00,96,0.8,,2,23,37
2023-01-23 09:00:00,91,0.8,102,2,19,41
2023-01-23 10:00:00,85,0.8,104,3,26,33
2023-01-23 11:00:00,86,0.9,104,3,34,31
2023-01-23 12:00:00,76,0.8,95,3,54,25
2023-01-23 13:00:00,64,0.7,80,4,77,19
2023-01-23 14:00:00,66,0.6,72,3,90,15
2023-01-23 15:00:00,63,0.6,75,2,92,13
2023-01-23 16:00:00,78,0.6,85,2,90,15
2023-01-23 17:00:00,82,0.6,85,2,89,15
2023-01-23 18:00:00,66,0.6,89,2,83,18
2023-01-23 19:00:00,70,0.6,86,2,77,18
2023-01-23 20:00:00,67,0.6,76,2,72,19
2023-01-23 21:00:00,85,0.6,102,2,65,23
2023-01-23 22:00:00,82,0.7,83,3,53,32
2023-01-23 23:00:00,75,0.7,96,3,49,31
2023-01-24 00:00:00,44,0.5,74,2,72,14
2023-01-24 01:00:00,32,0.4,72,2,72,13
